Title,Categories,Intro,Merchant,Delivery Type,Transaction Number,Rating Count,Product Score,Price Number,Price Unit,Price Others
伟思信安安全隔离与信息交换设备配套维保服务,"['联营商品', '网络边界安全']",提供远程技术服务，现场调试、培训及排除故障服务，设备出现故障后免费返厂维修及更换配件，不限次数。,珠海经济特区伟思有限公司,人工服务,0,0,,15467,￥,/年
爱德园区空间门户系统,"['联营商品', '信息化管理', '', '']",爱德园区空间门户系统为管理者提供直观化的管理方式，方便广大员工对园区各空间要素信息进行浏览、查询、定位、分析、导航。通过本系统更好的展示园区的风采、特色，有助于提升了园区知名度。,天津市爱德科技发展有限公司,License,2,0,,140000,￥,/年
HuaZhi MOM管理平台,"['联营商品', '信息化管理', '', '']",HuaZhi MOM制造运营管理是基于华智品牌相关工业领域解决方案及客户积累，迎合企业变革，响应运营思维建设生产企业信息化工程的需求，结合自身经验及客户反馈整合提炼而来。,青岛中科华智信息科技有限公司,License,2,0,,507000,￥,/年
教育数字基座物联中心套件,"['联营商品', '信息化管理', '教育']",教育数字基座物联中心套件通过IoT及CPS的领域交付数字驱动技术，创造一个个“人与物”、“物与物”、“多资源、多维度”的业务中台系统。,无锡新思联信息技术有限公司,License,1,0,,40000,￥,/年
教育数字基座数据中心套件,"['联营商品', '数据采集', '教育', '', '']",为基础教育市区校三级用户及应用开发者提供数据标准管理以及基于标准的数据结构评估、应用数据回流管理、数据共享交换管理及数据资产统计管理等数据管理功能；同时提供基于标准的数据治理服务。,上海容慧信息科技有限公司,License,3,0,,140000,￥,/年
伟思信安安全隔离与信息交换设备(HCS版),"['联营商品', 'HCS', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,0,0,,280000,￥,/个
伟思信安安全隔离与信息交换设备,"['联营商品', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,7,0,,188890,￥,/个
工艺优化管理系统,"['联营商品', '', '']",汉鑫科技依托于大数据与工业互联网技术，深入各行业内整理行业经验，结合华为云ModeArts平台人工智能、大数据建模等先进技术打造生产工艺大数据处理的工艺优化管理系统。,山东汉鑫科技股份有限公司,License,0,0,,200000,￥,/年
鼎捷T100管理软件-包周期,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,1,0,,15786,￥,/年
万户ezSITE可信门户管理系统,"['联营商品', '企业官网', '定制建站']",万户ezSITE可信网站管理系统方案 是一套针对政府、事业单位、国有企业、金融单位以及大型集团而开发的专业级站群管理平台。,广州万户网络技术有限公司,License,0,0,,80000,￥,/次
鼎捷T100管理软件-按次版,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,2,0,,63145,￥,/次
派拉云身份管理平台SSO360独立部署,"['联营商品', '日志管理和审计', '', '', '']",派拉云身份管理平台SSO360致力于为企业、机构、开发者提供基于云端的身份认证和治理、动态访问控制、以及权限管理的自动化、可视化、可追溯。帮助企业构建一站式数字化安全入口,上海派拉软件股份有限公司,License,3,0,,350000,￥,/次
易华录蓝光存储数据备份服务,"['联营商品', '数据灾备', '']",蓝光数据存储备份服务是面向政企、行业客户提供低成本、高可靠、长周期且易访问的冷数据存储和备份产品。基于大容量蓝光存储技术，适用于海量、访问频次低的非结构化数据长期存储、管理和备份。,北京易华录信息技术股份有限公司,License,0,0,,2880,￥,/年
中威视云(HCS版),"['联营商品', '数字化政府', '', '', '', '', '', '', '']",视频云平台承担各类视频监控资源的接入、汇聚及有效整合，打通跨区域、跨部门的视频联网瓶颈，满足视频资源的互联互通和资源共享，实现视频上云联网、共享使用，提高视频资源的利用效率。,杭州中威电子股份有限公司,License,0,0,,500,￥,/年
有赞连锁,"['联营商品', '智慧零售', '', '', '', '']",面向实体零售连锁门店商家的门店数字化解决方案，适用于直营、加盟、联营等模式。帮助每一个门店都有一个线上网店，每一个导购都可以回访离店客户并在线导购分销，实现门店客户留存、复购、裂变,杭州有赞科技有限公司,SaaS,0,0,,102980,￥,/年
易到家新零售云平台,"['联营商品', '分销管理', '', '', '']",易到家新零售云平台适用于家居行业品牌厂商、家居经销商、家居卖场。以全场景、全链路数字化为核心，帮助家居行业建立智慧零售体系.实现家居零售全场景、全链路数字化，让管理更简单。,广东杰诺软件科技有限公司,License,5,0,,3000,￥,/年
伟思信安安全隔离与信息交换设备配套维保服务,"['联营商品', '网络边界安全']",提供远程技术服务，现场调试、培训及排除故障服务，设备出现故障后免费返厂维修及更换配件，不限次数。,珠海经济特区伟思有限公司,人工服务,0,0,,15467,￥,/年
爱德园区空间门户系统,"['联营商品', '信息化管理', '', '']",爱德园区空间门户系统为管理者提供直观化的管理方式，方便广大员工对园区各空间要素信息进行浏览、查询、定位、分析、导航。通过本系统更好的展示园区的风采、特色，有助于提升了园区知名度。,天津市爱德科技发展有限公司,License,2,0,,140000,￥,/年
HuaZhi MOM管理平台,"['联营商品', '信息化管理', '', '']",HuaZhi MOM制造运营管理是基于华智品牌相关工业领域解决方案及客户积累，迎合企业变革，响应运营思维建设生产企业信息化工程的需求，结合自身经验及客户反馈整合提炼而来。,青岛中科华智信息科技有限公司,License,2,0,,507000,￥,/年
教育数字基座物联中心套件,"['联营商品', '信息化管理', '教育']",教育数字基座物联中心套件通过IoT及CPS的领域交付数字驱动技术，创造一个个“人与物”、“物与物”、“多资源、多维度”的业务中台系统。,无锡新思联信息技术有限公司,License,1,0,,40000,￥,/年
教育数字基座数据中心套件,"['联营商品', '数据采集', '教育', '', '']",为基础教育市区校三级用户及应用开发者提供数据标准管理以及基于标准的数据结构评估、应用数据回流管理、数据共享交换管理及数据资产统计管理等数据管理功能；同时提供基于标准的数据治理服务。,上海容慧信息科技有限公司,License,3,0,,140000,￥,/年
伟思信安安全隔离与信息交换设备(HCS版),"['联营商品', 'HCS', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,0,0,,280000,￥,/个
伟思信安安全隔离与信息交换设备,"['联营商品', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,7,0,,188890,￥,/个
工艺优化管理系统,"['联营商品', '', '']",汉鑫科技依托于大数据与工业互联网技术，深入各行业内整理行业经验，结合华为云ModeArts平台人工智能、大数据建模等先进技术打造生产工艺大数据处理的工艺优化管理系统。,山东汉鑫科技股份有限公司,License,0,0,,200000,￥,/年
鼎捷T100管理软件-包周期,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,1,0,,15786,￥,/年
万户ezSITE可信门户管理系统,"['联营商品', '企业官网', '定制建站']",万户ezSITE可信网站管理系统方案 是一套针对政府、事业单位、国有企业、金融单位以及大型集团而开发的专业级站群管理平台。,广州万户网络技术有限公司,License,0,0,,80000,￥,/次
鼎捷T100管理软件-按次版,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,2,0,,63145,￥,/次
派拉云身份管理平台SSO360独立部署,"['联营商品', '日志管理和审计', '', '', '']",派拉云身份管理平台SSO360致力于为企业、机构、开发者提供基于云端的身份认证和治理、动态访问控制、以及权限管理的自动化、可视化、可追溯。帮助企业构建一站式数字化安全入口,上海派拉软件股份有限公司,License,3,0,,350000,￥,/次
易华录蓝光存储数据备份服务,"['联营商品', '数据灾备', '']",蓝光数据存储备份服务是面向政企、行业客户提供低成本、高可靠、长周期且易访问的冷数据存储和备份产品。基于大容量蓝光存储技术，适用于海量、访问频次低的非结构化数据长期存储、管理和备份。,北京易华录信息技术股份有限公司,License,0,0,,2880,￥,/年
中威视云(HCS版),"['联营商品', '数字化政府', '', '', '', '', '', '', '']",视频云平台承担各类视频监控资源的接入、汇聚及有效整合，打通跨区域、跨部门的视频联网瓶颈，满足视频资源的互联互通和资源共享，实现视频上云联网、共享使用，提高视频资源的利用效率。,杭州中威电子股份有限公司,License,0,0,,500,￥,/年
有赞连锁,"['联营商品', '智慧零售', '', '', '', '']",面向实体零售连锁门店商家的门店数字化解决方案，适用于直营、加盟、联营等模式。帮助每一个门店都有一个线上网店，每一个导购都可以回访离店客户并在线导购分销，实现门店客户留存、复购、裂变,杭州有赞科技有限公司,SaaS,0,0,,102980,￥,/年
易到家新零售云平台,"['联营商品', '分销管理', '', '', '']",易到家新零售云平台适用于家居行业品牌厂商、家居经销商、家居卖场。以全场景、全链路数字化为核心，帮助家居行业建立智慧零售体系.实现家居零售全场景、全链路数字化，让管理更简单。,广东杰诺软件科技有限公司,License,5,0,,3000,￥,/年
伟思信安安全隔离与信息交换设备配套维保服务,"['联营商品', '网络边界安全']",提供远程技术服务，现场调试、培训及排除故障服务，设备出现故障后免费返厂维修及更换配件，不限次数。,珠海经济特区伟思有限公司,人工服务,0,0,,15467,￥,/年
爱德园区空间门户系统,"['联营商品', '信息化管理', '', '']",爱德园区空间门户系统为管理者提供直观化的管理方式，方便广大员工对园区各空间要素信息进行浏览、查询、定位、分析、导航。通过本系统更好的展示园区的风采、特色，有助于提升了园区知名度。,天津市爱德科技发展有限公司,License,2,0,,140000,￥,/年
HuaZhi MOM管理平台,"['联营商品', '信息化管理', '', '']",HuaZhi MOM制造运营管理是基于华智品牌相关工业领域解决方案及客户积累，迎合企业变革，响应运营思维建设生产企业信息化工程的需求，结合自身经验及客户反馈整合提炼而来。,青岛中科华智信息科技有限公司,License,2,0,,507000,￥,/年
教育数字基座物联中心套件,"['联营商品', '信息化管理', '教育']",教育数字基座物联中心套件通过IoT及CPS的领域交付数字驱动技术，创造一个个“人与物”、“物与物”、“多资源、多维度”的业务中台系统。,无锡新思联信息技术有限公司,License,1,0,,40000,￥,/年
教育数字基座数据中心套件,"['联营商品', '数据采集', '教育', '', '']",为基础教育市区校三级用户及应用开发者提供数据标准管理以及基于标准的数据结构评估、应用数据回流管理、数据共享交换管理及数据资产统计管理等数据管理功能；同时提供基于标准的数据治理服务。,上海容慧信息科技有限公司,License,3,0,,140000,￥,/年
伟思信安安全隔离与信息交换设备(HCS版),"['联营商品', 'HCS', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,0,0,,280000,￥,/个
伟思信安安全隔离与信息交换设备,"['联营商品', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,7,0,,188890,￥,/个
工艺优化管理系统,"['联营商品', '', '']",汉鑫科技依托于大数据与工业互联网技术，深入各行业内整理行业经验，结合华为云ModeArts平台人工智能、大数据建模等先进技术打造生产工艺大数据处理的工艺优化管理系统。,山东汉鑫科技股份有限公司,License,0,0,,200000,￥,/年
鼎捷T100管理软件-包周期,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,1,0,,15786,￥,/年
万户ezSITE可信门户管理系统,"['联营商品', '企业官网', '定制建站']",万户ezSITE可信网站管理系统方案 是一套针对政府、事业单位、国有企业、金融单位以及大型集团而开发的专业级站群管理平台。,广州万户网络技术有限公司,License,0,0,,80000,￥,/次
鼎捷T100管理软件-按次版,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,2,0,,63145,￥,/次
派拉云身份管理平台SSO360独立部署,"['联营商品', '日志管理和审计', '', '', '']",派拉云身份管理平台SSO360致力于为企业、机构、开发者提供基于云端的身份认证和治理、动态访问控制、以及权限管理的自动化、可视化、可追溯。帮助企业构建一站式数字化安全入口,上海派拉软件股份有限公司,License,3,0,,350000,￥,/次
易华录蓝光存储数据备份服务,"['联营商品', '数据灾备', '']",蓝光数据存储备份服务是面向政企、行业客户提供低成本、高可靠、长周期且易访问的冷数据存储和备份产品。基于大容量蓝光存储技术，适用于海量、访问频次低的非结构化数据长期存储、管理和备份。,北京易华录信息技术股份有限公司,License,0,0,,2880,￥,/年
中威视云(HCS版),"['联营商品', '数字化政府', '', '', '', '', '', '', '']",视频云平台承担各类视频监控资源的接入、汇聚及有效整合，打通跨区域、跨部门的视频联网瓶颈，满足视频资源的互联互通和资源共享，实现视频上云联网、共享使用，提高视频资源的利用效率。,杭州中威电子股份有限公司,License,0,0,,500,￥,/年
有赞连锁,"['联营商品', '智慧零售', '', '', '', '']",面向实体零售连锁门店商家的门店数字化解决方案，适用于直营、加盟、联营等模式。帮助每一个门店都有一个线上网店，每一个导购都可以回访离店客户并在线导购分销，实现门店客户留存、复购、裂变,杭州有赞科技有限公司,SaaS,0,0,,102980,￥,/年
易到家新零售云平台,"['联营商品', '分销管理', '', '', '']",易到家新零售云平台适用于家居行业品牌厂商、家居经销商、家居卖场。以全场景、全链路数字化为核心，帮助家居行业建立智慧零售体系.实现家居零售全场景、全链路数字化，让管理更简单。,广东杰诺软件科技有限公司,License,5,0,,3000,￥,/年
伟思信安安全隔离与信息交换设备配套维保服务,"['联营商品', '网络边界安全']",提供远程技术服务，现场调试、培训及排除故障服务，设备出现故障后免费返厂维修及更换配件，不限次数。,珠海经济特区伟思有限公司,人工服务,0,0,,15467,￥,/年
爱德园区空间门户系统,"['联营商品', '信息化管理', '', '']",爱德园区空间门户系统为管理者提供直观化的管理方式，方便广大员工对园区各空间要素信息进行浏览、查询、定位、分析、导航。通过本系统更好的展示园区的风采、特色，有助于提升了园区知名度。,天津市爱德科技发展有限公司,License,2,0,,140000,￥,/年
HuaZhi MOM管理平台,"['联营商品', '信息化管理', '', '']",HuaZhi MOM制造运营管理是基于华智品牌相关工业领域解决方案及客户积累，迎合企业变革，响应运营思维建设生产企业信息化工程的需求，结合自身经验及客户反馈整合提炼而来。,青岛中科华智信息科技有限公司,License,2,0,,507000,￥,/年
教育数字基座物联中心套件,"['联营商品', '信息化管理', '教育']",教育数字基座物联中心套件通过IoT及CPS的领域交付数字驱动技术，创造一个个“人与物”、“物与物”、“多资源、多维度”的业务中台系统。,无锡新思联信息技术有限公司,License,1,0,,40000,￥,/年
教育数字基座数据中心套件,"['联营商品', '数据采集', '教育', '', '']",为基础教育市区校三级用户及应用开发者提供数据标准管理以及基于标准的数据结构评估、应用数据回流管理、数据共享交换管理及数据资产统计管理等数据管理功能；同时提供基于标准的数据治理服务。,上海容慧信息科技有限公司,License,3,0,,140000,￥,/年
伟思信安安全隔离与信息交换设备(HCS版),"['联营商品', 'HCS', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,0,0,,280000,￥,/个
伟思信安安全隔离与信息交换设备,"['联营商品', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,7,0,,188890,￥,/个
工艺优化管理系统,"['联营商品', '', '']",汉鑫科技依托于大数据与工业互联网技术，深入各行业内整理行业经验，结合华为云ModeArts平台人工智能、大数据建模等先进技术打造生产工艺大数据处理的工艺优化管理系统。,山东汉鑫科技股份有限公司,License,0,0,,200000,￥,/年
鼎捷T100管理软件-包周期,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,1,0,,15786,￥,/年
万户ezSITE可信门户管理系统,"['联营商品', '企业官网', '定制建站']",万户ezSITE可信网站管理系统方案 是一套针对政府、事业单位、国有企业、金融单位以及大型集团而开发的专业级站群管理平台。,广州万户网络技术有限公司,License,0,0,,80000,￥,/次
鼎捷T100管理软件-按次版,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,2,0,,63145,￥,/次
派拉云身份管理平台SSO360独立部署,"['联营商品', '日志管理和审计', '', '', '']",派拉云身份管理平台SSO360致力于为企业、机构、开发者提供基于云端的身份认证和治理、动态访问控制、以及权限管理的自动化、可视化、可追溯。帮助企业构建一站式数字化安全入口,上海派拉软件股份有限公司,License,3,0,,350000,￥,/次
易华录蓝光存储数据备份服务,"['联营商品', '数据灾备', '']",蓝光数据存储备份服务是面向政企、行业客户提供低成本、高可靠、长周期且易访问的冷数据存储和备份产品。基于大容量蓝光存储技术，适用于海量、访问频次低的非结构化数据长期存储、管理和备份。,北京易华录信息技术股份有限公司,License,0,0,,2880,￥,/年
中威视云(HCS版),"['联营商品', '数字化政府', '', '', '', '', '', '', '']",视频云平台承担各类视频监控资源的接入、汇聚及有效整合，打通跨区域、跨部门的视频联网瓶颈，满足视频资源的互联互通和资源共享，实现视频上云联网、共享使用，提高视频资源的利用效率。,杭州中威电子股份有限公司,License,0,0,,500,￥,/年
有赞连锁,"['联营商品', '智慧零售', '', '', '', '']",面向实体零售连锁门店商家的门店数字化解决方案，适用于直营、加盟、联营等模式。帮助每一个门店都有一个线上网店，每一个导购都可以回访离店客户并在线导购分销，实现门店客户留存、复购、裂变,杭州有赞科技有限公司,SaaS,0,0,,102980,￥,/年
易到家新零售云平台,"['联营商品', '分销管理', '', '', '']",易到家新零售云平台适用于家居行业品牌厂商、家居经销商、家居卖场。以全场景、全链路数字化为核心，帮助家居行业建立智慧零售体系.实现家居零售全场景、全链路数字化，让管理更简单。,广东杰诺软件科技有限公司,License,5,0,,3000,￥,/年
伟思信安安全隔离与信息交换设备配套维保服务,"['联营商品', '网络边界安全']",提供远程技术服务，现场调试、培训及排除故障服务，设备出现故障后免费返厂维修及更换配件，不限次数。,珠海经济特区伟思有限公司,人工服务,0,0,,15467,￥,/年
爱德园区空间门户系统,"['联营商品', '信息化管理', '', '']",爱德园区空间门户系统为管理者提供直观化的管理方式，方便广大员工对园区各空间要素信息进行浏览、查询、定位、分析、导航。通过本系统更好的展示园区的风采、特色，有助于提升了园区知名度。,天津市爱德科技发展有限公司,License,2,0,,140000,￥,/年
HuaZhi MOM管理平台,"['联营商品', '信息化管理', '', '']",HuaZhi MOM制造运营管理是基于华智品牌相关工业领域解决方案及客户积累，迎合企业变革，响应运营思维建设生产企业信息化工程的需求，结合自身经验及客户反馈整合提炼而来。,青岛中科华智信息科技有限公司,License,2,0,,507000,￥,/年
教育数字基座物联中心套件,"['联营商品', '信息化管理', '教育']",教育数字基座物联中心套件通过IoT及CPS的领域交付数字驱动技术，创造一个个“人与物”、“物与物”、“多资源、多维度”的业务中台系统。,无锡新思联信息技术有限公司,License,1,0,,40000,￥,/年
教育数字基座数据中心套件,"['联营商品', '数据采集', '教育', '', '']",为基础教育市区校三级用户及应用开发者提供数据标准管理以及基于标准的数据结构评估、应用数据回流管理、数据共享交换管理及数据资产统计管理等数据管理功能；同时提供基于标准的数据治理服务。,上海容慧信息科技有限公司,License,3,0,,140000,￥,/年
伟思信安安全隔离与信息交换设备(HCS版),"['联营商品', 'HCS', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,0,0,,280000,￥,/个
伟思信安安全隔离与信息交换设备,"['联营商品', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,7,0,,188890,￥,/个
工艺优化管理系统,"['联营商品', '', '']",汉鑫科技依托于大数据与工业互联网技术，深入各行业内整理行业经验，结合华为云ModeArts平台人工智能、大数据建模等先进技术打造生产工艺大数据处理的工艺优化管理系统。,山东汉鑫科技股份有限公司,License,0,0,,200000,￥,/年
鼎捷T100管理软件-包周期,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,1,0,,15786,￥,/年
万户ezSITE可信门户管理系统,"['联营商品', '企业官网', '定制建站']",万户ezSITE可信网站管理系统方案 是一套针对政府、事业单位、国有企业、金融单位以及大型集团而开发的专业级站群管理平台。,广州万户网络技术有限公司,License,0,0,,80000,￥,/次
鼎捷T100管理软件-按次版,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,2,0,,63145,￥,/次
派拉云身份管理平台SSO360独立部署,"['联营商品', '日志管理和审计', '', '', '']",派拉云身份管理平台SSO360致力于为企业、机构、开发者提供基于云端的身份认证和治理、动态访问控制、以及权限管理的自动化、可视化、可追溯。帮助企业构建一站式数字化安全入口,上海派拉软件股份有限公司,License,3,0,,350000,￥,/次
易华录蓝光存储数据备份服务,"['联营商品', '数据灾备', '']",蓝光数据存储备份服务是面向政企、行业客户提供低成本、高可靠、长周期且易访问的冷数据存储和备份产品。基于大容量蓝光存储技术，适用于海量、访问频次低的非结构化数据长期存储、管理和备份。,北京易华录信息技术股份有限公司,License,0,0,,2880,￥,/年
中威视云(HCS版),"['联营商品', '数字化政府', '', '', '', '', '', '', '']",视频云平台承担各类视频监控资源的接入、汇聚及有效整合，打通跨区域、跨部门的视频联网瓶颈，满足视频资源的互联互通和资源共享，实现视频上云联网、共享使用，提高视频资源的利用效率。,杭州中威电子股份有限公司,License,0,0,,500,￥,/年
有赞连锁,"['联营商品', '智慧零售', '', '', '', '']",面向实体零售连锁门店商家的门店数字化解决方案，适用于直营、加盟、联营等模式。帮助每一个门店都有一个线上网店，每一个导购都可以回访离店客户并在线导购分销，实现门店客户留存、复购、裂变,杭州有赞科技有限公司,SaaS,0,0,,102980,￥,/年
易到家新零售云平台,"['联营商品', '分销管理', '', '', '']",易到家新零售云平台适用于家居行业品牌厂商、家居经销商、家居卖场。以全场景、全链路数字化为核心，帮助家居行业建立智慧零售体系.实现家居零售全场景、全链路数字化，让管理更简单。,广东杰诺软件科技有限公司,License,5,0,,3000,￥,/年
伟思信安安全隔离与信息交换设备配套维保服务,"['联营商品', '网络边界安全']",提供远程技术服务，现场调试、培训及排除故障服务，设备出现故障后免费返厂维修及更换配件，不限次数。,珠海经济特区伟思有限公司,人工服务,0,0,,15467,￥,/年
爱德园区空间门户系统,"['联营商品', '信息化管理', '', '']",爱德园区空间门户系统为管理者提供直观化的管理方式，方便广大员工对园区各空间要素信息进行浏览、查询、定位、分析、导航。通过本系统更好的展示园区的风采、特色，有助于提升了园区知名度。,天津市爱德科技发展有限公司,License,2,0,,140000,￥,/年
HuaZhi MOM管理平台,"['联营商品', '信息化管理', '', '']",HuaZhi MOM制造运营管理是基于华智品牌相关工业领域解决方案及客户积累，迎合企业变革，响应运营思维建设生产企业信息化工程的需求，结合自身经验及客户反馈整合提炼而来。,青岛中科华智信息科技有限公司,License,2,0,,507000,￥,/年
教育数字基座物联中心套件,"['联营商品', '信息化管理', '教育']",教育数字基座物联中心套件通过IoT及CPS的领域交付数字驱动技术，创造一个个“人与物”、“物与物”、“多资源、多维度”的业务中台系统。,无锡新思联信息技术有限公司,License,1,0,,40000,￥,/年
教育数字基座数据中心套件,"['联营商品', '数据采集', '教育', '', '']",为基础教育市区校三级用户及应用开发者提供数据标准管理以及基于标准的数据结构评估、应用数据回流管理、数据共享交换管理及数据资产统计管理等数据管理功能；同时提供基于标准的数据治理服务。,上海容慧信息科技有限公司,License,3,0,,140000,￥,/年
伟思信安安全隔离与信息交换设备(HCS版),"['联营商品', 'HCS', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,0,0,,280000,￥,/个
伟思信安安全隔离与信息交换设备,"['联营商品', '网络边界安全']",采用“2+1”体系架构，基于ASIC芯片技术设计的专用开关隔离部件，实现关键网络及服务系统与不可信区域边界的安全隔断，实现物理链路层的实时连接断开。,珠海经济特区伟思有限公司,硬件,7,0,,188890,￥,/个
工艺优化管理系统,"['联营商品', '', '']",汉鑫科技依托于大数据与工业互联网技术，深入各行业内整理行业经验，结合华为云ModeArts平台人工智能、大数据建模等先进技术打造生产工艺大数据处理的工艺优化管理系统。,山东汉鑫科技股份有限公司,License,0,0,,200000,￥,/年
鼎捷T100管理软件-包周期,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,1,0,,15786,￥,/年
万户ezSITE可信门户管理系统,"['联营商品', '企业官网', '定制建站']",万户ezSITE可信网站管理系统方案 是一套针对政府、事业单位、国有企业、金融单位以及大型集团而开发的专业级站群管理平台。,广州万户网络技术有限公司,License,0,0,,80000,￥,/次
鼎捷T100管理软件-按次版,"['联营商品', 'ERP系统', '', '', '', '']",T100提供集团制造与产销协同营运企业，全通路分销与智慧化生产的整合解决方案，协助集团企业组建在销售、制造多组织的互联化与实时化、智慧化的管理平台，有效支持和联结销售前端及灵活应对,鼎捷数智股份有限公司,License,2,0,,63145,￥,/次
派拉云身份管理平台SSO360独立部署,"['联营商品', '日志管理和审计', '', '', '']",派拉云身份管理平台SSO360致力于为企业、机构、开发者提供基于云端的身份认证和治理、动态访问控制、以及权限管理的自动化、可视化、可追溯。帮助企业构建一站式数字化安全入口,上海派拉软件股份有限公司,License,3,0,,350000,￥,/次
