Product Name,Transaction Count,Rating Score,Rating Count,Product Score,Response Time,SLA,Price,Category,Delivery Mode,Delivery Time,Created On,Product Score Missing
智能图像分析-智能哈德门商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能零度可乐商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能金顺镇江香醋商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能YINSHIDAI银时代品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KARLKANI品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能HASEBIKES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ORYANY品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BIOGESIC品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CARIBOUCOFFEE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MARMARA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LAPALINA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RUDSAK品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ASPIRIN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能四川高粱酒商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SAIPA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能INFACARE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能永丰商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能EPSON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BURTSBEES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能7PE七波辉品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FRUIT2O品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能云南白药品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FRYE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BOSIDENG波司登品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能蒙牛酸酸乳商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ORIENT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ZARA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ASPIRIN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能四川高粱酒商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SAIPA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能INFACARE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能永丰商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能EPSON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BURTSBEES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能7PE七波辉品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FRUIT2O品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能云南白药品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FRYE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BOSIDENG波司登品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能蒙牛酸酸乳商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ORIENT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ZARA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PERDOMO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PADDYPALLIN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SOWDEN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BLAUPUNKT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能方正集团品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BOULEVARD品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
艾科瑞特（iCREDIT）-智能图像识别-智能人脸人体姿态识别比对管理搜索统计查询,10,5.0,63.0,3.3,,,0.01,,API,,2019-04-01,1
智能图像分析-智能周大生品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FUJITSUSIEMENS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SECONDCUP品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BONDS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能雪菲力盐汽水商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SUUNTO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能JOHNFRIEDA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RINSO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能IFR品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
印刷文字识别-智能电线电缆制造工国家职业资格证书/电线电缆制造工职业技能等级证书识别-艾科瑞特（iCREDIT...,10,5.0,1.0,3.3,,,0.01,,API,,2021-11-09,1
智能图像分析-智能红旗渠商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FRUCHOCS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CANDLE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SANTACRUZBIKES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MECCACOLA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CAPNCRUNCH品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MUZAK品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MARMITE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能大锅饭锅巴商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KIADA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能心相印品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PAKISTANSTATE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KALODONT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PAKISTANSTATE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KALODONT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能西黛尔首饰品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PORTILLOS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RAGU品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RAMONALLONES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能WALKERSLITES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
【H5快速建站】云官网建站|千套模板样式|响应式网站|四合一建站|服务热线：020-28185502,10,5.0,2.0,,,,1.0,,SaaS,,2019-08-22,0
Discuz!3.4论坛系统｜WAMP（Windows2016）,12,5.0,1.0,,,,0.0,,镜像,,2020-06-24,0
智能图像分析-智能BYNORD品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BEAULIEU品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GLASHUTTEORIGINAL品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LAAURORA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PETRONOR品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PACON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KALODONT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能西黛尔首饰品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PORTILLOS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RAGU品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RAMONALLONES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能WALKERSLITES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
【H5快速建站】云官网建站|千套模板样式|响应式网站|四合一建站|服务热线：020-28185502,10,5.0,2.0,,,,1.0,,SaaS,,2019-08-22,0
Discuz!3.4论坛系统｜WAMP（Windows2016）,12,5.0,1.0,,,,0.0,,镜像,,2020-06-24,0
智能图像分析-智能BYNORD品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BEAULIEU品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GLASHUTTEORIGINAL品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LAAURORA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PETRONOR品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PACON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ATALA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SUNSETWEST品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能COCOROOS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BENDAVIS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能DAEWOO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能JLINDEBERG品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能海达国际品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MOHAWK品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SKORA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能阿道夫商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
印刷文字识别-智能中国邮政商品详情进店逛逛店铺信息页截屏录屏拍屏识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LIZANO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MEPHISTO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能青瓷潭商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ESPRESSOVIVACE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ICEHARBOR品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LITESOURCE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能万宝路商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PATAGONIA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能POPMIE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能HUNTS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能REDKEN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能AND1品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能旺仔牛奶商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能FRUITYCHEERIOS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CRUNCHYCORNBRAN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BUNDABERG品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能HIGHLANDTOFFEE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能青岛啤酒商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能吉香居品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GIJOE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CLARINS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能COCOSETTE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MESABOOGIE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能德利克斯啤酒商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能贝纳颂商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能全无敌品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,998.0,,API,,,1
智能图像分析-智能LUCKYBRAND品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LACTO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能HOYA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SAHNENUSS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GRUNDIES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能TREETS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SPIEWAK品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CANDYMAN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能INJINJI品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MUESLIX品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能STELTON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能VW品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能STEWARTWARNER品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BOOBERRY品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CASWELLMASSEY品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能哈比熊品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
自然语言处理-智能汽车用品汽车装饰隔音隔热棉电商数据产品属性要素提取抽取识别-艾科瑞特（iCREDIT）,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能HUROM品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CORNELIANI品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能HOTCHOCOLATE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能威斯商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LOUISVUITTON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能农夫山泉东方树叶商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能AMT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BERGNERS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能LONGINES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ARALAG品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能多芬商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CATCHOW品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BUZZBLASTS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PRONUTRO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能RAISINNUTBRAN品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能TEFLON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能COLGATE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KITCHENAID品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BOURNVITA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ELLESSE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能KRAFTRAMEK品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GEORGIABOOT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CRUSH品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PVH品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CARTELO卡帝乐鳄鱼品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能IFB品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GENERALELECTRIC品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能COORSLIGHT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能PLAYBOY品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能潮园纯正橄榄菜商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MRNOODLES品牌LOGO检测与识别-艾科瑞特科技,10,5.0,1.0,3.3,,,0.01,,API,,,1
智能图像分析-智能蒙牛商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能三杯香商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能伊利畅意100商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能西凤酒品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能五味居商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GHOSTBUSTERS品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BINACA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GISPERT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能中南海商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CANADADRY品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能鱼跃品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能TASSIMO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能SONTEC品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能POLLOCAMPERO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BALENCIAGA品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能CONNAUGHT品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能简爱商品SKU产品检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能GOCYCLE品牌LOGO检测与识别-艾科瑞特科技,10,5.0,3.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MUDDYFOX品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能MUCHACHOMALO品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能北京革命小酒商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能北京革命小酒商品SKU产品检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能BECEL品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
智能图像分析-智能ADYSON品牌LOGO检测与识别-艾科瑞特科技,10,5.0,2.0,3.3,,,0.01,,API,,,1
